N°de serie,Proyecto,Cliente,LDP,Fecha de fin estimada,Fecha de entrega estimada,Reprogramaciones de entrega estimada,Causas de reprogramación entrega estimada,Estado,Próximo estadío,Fecha estadío más próximo,Última fecha de entrega acordada con cliente,Registro de fechas de entrega acordada con cliente reprogramadas,Causas reprogramación entrega Cliente,Fecha de fin de equipo,Fecha de entrega final,Comentarios,Duración Planificada Fabricación,Fecha KOM (Inicio del proyecto),Fecha de entrega segun KOM,Cotizado Met,Cotizado Inox,Cotizado GyP,Cotizado Mont,Cotizado Mont E,Cotizado Total,Reales Met,Reales Inox,Reales GyP,Reales Montaje,Reales Montaje E,Reales Total,Retrasos Met,Retrasos Inox,Retrasos GyP,Retrasos Mont,Retrasos Mont E,Retrasos Total,Complejidad,KPI 1 : Hs Consumidas vs Cotizadas,KPI 2: Retraso vs Programación Inicial (días),Carga de LDPs,KPI 3: Presupuesto consumido,Carga Proyección,Comentarios
ODS 1324,LIGHT REBUILD FRAC PUMP #10,SLB,0,00/01/1900,02/10/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,07/10/2024,0,0,,,50,0,50,700,100,900,0,0,13,0,0,13,0,0,0,0,0,,3,1.4%,5,0,0%,0,
ODS 1325,LIGHT REBUILD FRAC PUMP #12,SLB,0,00/01/1900,03/10/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,07/10/2024,0,0,,,50,0,50,700,100,900,0,0,16,0,0,16,0,0,0,0,0,,3,1.8%,4,0,0%,0,
ODS 1326,LIGHT REBUILD FRAC PUMP #11,SLB,0,00/01/1900,04/10/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,10/10/2024,0,0,,,50,0,50,700,100,900,0,0,25,0,0,25,0,0,0,0,0,,3,2.8%,6,0,0%,0,
ODS 1327,LIGHT REBUILD FRAC PUMP #13,SLB,0,00/01/1900,10/11/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,09/12/2024,0,0,,,50,0,50,700,100,900,37,13,73,585,45,753,0,2,0,109,7,118,3,83.7%,29,0,0%,0,
ODS 1328,SISTEMA TRATAMIENTO AGUA NQN,SQM,0,00/01/1900,28/03/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,05/02/2025,05/02/2025,0,0,,,0,0,0,0,0,,82,56,1,0,0,139,0,0,0,0,0,,,,-51,0,0%,0,
ODS 1329,BATEA DE PULIDO POR VIBRACIÓN,QME,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,24/09/2024,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
ODS 1331,CARGA Y DESCARGA EQUINOR,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,Entregado,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
ODS 1332,LAVADERO SHOP NQN - SQM,SQM,Santiago Lenzi,00/01/1900,14/10/2024,00/01/1900,0,Próximo a terminar,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,567,0.311916231,0%,0.051986039,
ODS 1334,SUCTION MANIFOLD  QWS2500 x3,SLB,0,00/01/1900,30/01/2025,00/01/1900,0,Metalurgia,0,,00/01/1900,0,0,00/01/1900,00/01/1900,Preguntar a Tincho cómo van. Completar fechas de entrega estadío más próximo,0,,,0,0,0,0,0,,39,433,0,0,0,472,0,55,0,0,0,55,,,459,0,0%,0,
ODS 1339,LIGHT REBUILD FRAC PUMP #15,SLB,0,00/01/1900,15/04/2025,00/01/1900,0,Cancelado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,Cliente evaluando su cancelación,0,,,0,0,0,0,0,,24,13,62,70,34,203,0,0,0,0,0,,3,,384,0,0%,0,
ODS 1340,LIGHT REBUILD FRAC PUMP #16,SLB,0,28/02/2025,28/02/2025,11/2/2025; 28/02/2025,0,Entregado,0,,28/02/2025,45699,0,11/03/2025,11/03/2025,Apuntamos a entregar a tiempo,0,,,340,0,54,1010,86,1490,219,12,72,967,121,1391,2,4,2,231,8,246,3,93.4%,28,0,0%,0,
ODS 1341,LIGHT REBUILD FRAC PUMP #17,SLB,0,00/01/1900,20/05/2025,00/01/1900,0,Entregado,0,,28/03/2025,0,0,20/05/2025,20/05/2025,0,0,,,575,0,4,950,50,1579,256,140,87,991,158,1631,2,45,4,182,33,265,3,103.3%,0,0,0%,0,
ODS 1342,LIGHT REBUILD FRAC PUMP #18,SLB,0,00/01/1900,11/06/2025,00/01/1900,0,Entregado,0,,11/06/2025,0,0,12/06/2025,12/06/2025,0,0,,,425,0,4,950,50,1429,191,129,86,1265,89,1760,21,20,3,322,9,375,3,123.1%,1,0,0%,0,
ODS 1343,LIGHT REBUILD FRAC PUMP #19,SLB,0,00/01/1900,15/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,09/05/2025,15/04/2025,14/03 sería la prueba,0,,,855,0,4,950,50,1859,207,23,205,1351,210,1996,15,0,1,478,50,543,3,107.4%,0,0,0%,0,
ODS 1344,LIGHT REBUILD FRAC PUMP #20,SLB,0,07/03/2025,07/03/2025,23/2/2025; 07/03/2025,0,Entregado,0,,07/03/2025,45711,0,22/03/2025,22/03/2025,0,0,,,385,0,0,950,50,1385,60,11,81,1099,124,1375,0,0,0,286,27,313,3,99.3%,27,0,0%,0,
ODS 1345,AX10 AXIALES ESTRIBOR x2,ELECTROTERMA,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,05/12/2024,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
ODS 1346,SR11 PROVISION ENSAMBLES METALURGICOS,SQM,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,54,0,3,0,0,57,0,0,1,0,0,1,,,,0,0%,0,
ODS 1348,LIGHT REBUILD FRAC PUMP #21,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Cancelado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,0,0,0,57,0,57,0,0,0,0,0,,3,,,0,0%,0,
ODS 1349,LIGHT REBUILD FRAC PUMP #22,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Cancelado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,0,0,1,35,0,36,0,0,0,0,0,,3,,,0,0%,0,
ODS 1352,ACONDICIONAMIENTO CISTERNAS GNC,SQM,0,00/01/1900,16/05/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,11/09/2025,11/11/2025,Fueron entregas en diferentes fechas,0,,,0,0,0,0,0,,79,39,7,146,9,279,0,0,4,14,0,18,,,179,0,0%,0,
ODS 1355,CONJUNTO TORNILLOS DST,TENARIS,0,06/08/2025,06/08/2025,00/01/1900,0,Entregado,0,,06/08/2025,0,0,16/08/2025,16/08/2025,Cliente no retira en fecha,0,,,0,0,0,0,0,,0,71,4,0,0,75,0,22,0,0,0,22,,,10,0,0%,0,
ODS 1356,REPARACIÓN TANQUES DE COMBUSTIBLE CHINA,QME,0,00/01/1900,15/08/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,Entregas con fracs 2987-00/2990-93/3002. Son 2 unidades/equipo,0,,,,,,,,,,,,,,,,,,,,,,,262,0,0%,0,
ODS 1357,CUBRECARDAN PARA BOMBA WOLVERINE - SR-38,SQM,0,00/01/1900,21/04/2025,00/01/1900,0,Entregado,0,,21/04/2025,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,41,0,29,0,0,70,0,0,0,0,0,,1,,378,0,0%,0,
ODS 1358,MANIFOLD SUCCION FLUID END,SLB,0,00/01/1900,26/05/2025,00/01/1900,0,Entregado,0,,26/05/2025,0,0,16/07/2025,16/07/2025,0,0,,,0,0,0,0,0,,84,0,35,0,0,119,0,0,0,0,0,,,,51,0,0%,0,
ODS 1359,MANIFOLD SUCCION FLUID END,SLB,0,00/01/1900,26/05/2025,00/01/1900,0,Entregado,0,,26/05/2025,0,0,16/07/2025,16/07/2025,0,0,,,,,,,,,,,,,,,,,,,,,,,51,0,0%,0,
ODS 1360,MANIFOLD SUCCION FLUID END,SLB,0,00/01/1900,26/05/2025,00/01/1900,0,Entregado,0,,26/05/2025,0,0,16/07/2025,16/07/2025,0,0,,,,,,,,,,,,,,,,,,,,,,,51,0,0%,0,
ODS 1361,SERVICIO DE VACIO TK NITROGENERO AA828KY,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,04/07/2025,04/07/2025,0,0,,,0,0,0,0,0,,0,134,0,0,0,134,0,0,0,0,0,,,,,0,0%,0,
ODS 1362,Mejoras taller,QME,0,00/01/1900,00/01/1900,00/01/1900,0,Metalurgia,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,695,0,4,0,0,699,9,0,0,0,0,9,,,,0,0%,0,
ODS 1363,CONJUNTO SILENCIADOR QSK50,CALFRAC,0,00/01/1900,13/05/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,15/07/2025,15/07/2025,0,0,,,0,0,0,0,0,,3,11,7,0,0,21,0,0,0,0,0,,1,,63,0,0%,0,
ODS 1364,MANIFOLD DE SUCCIÓN QWS2500 X 10,QME,0,00/01/1900,13/06/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,11/05/2025,400 hh de metalurgia al carbono,0,,,,,,,,,,,,,,,,,,,,,,,-33,0,0%,0,
ODS 1365,SOPORTES FLEX HOSE,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,15/07/2025,15/07/2025,0,0,,,0,0,0,0,0,,0,0,3,0,0,3,0,0,0,0,0,,,,,0,0%,0,
ODS 1366,MUEBLES MANTENIMIENTO,QME,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,72,0,0,0,0,72,0,0,0,0,0,,,,,0,0%,0,
ODS 1367,Banco de prueba de mangueras,QME,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,11/05/2025,11/05/2025,150 hh todo ,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
ODS 1368,REFACCION OFICINA RRHH ,QME,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,20,0,0,0,0,20,0,0,0,0,0,,,,,0,0%,0,
ODS 1369,PERCHA DE IZAJE REGULABLE,SQM,0,04/07/2025,04/07/2025,00/01/1900,0,Entregado,0,,29/06/2025,0,0,16/07/2025,17/07/2025,0,0,,,110,0,10,0,0,120,32,0,0,0,0,32,0,0,0,0,0,,1,26.7%,13,0,0%,0,
ODS 1371,SILENCIADOR QSK50 x 2,0,0,04/07/2025,04/07/2025,00/01/1900,0,Entregado,0,,07/07/2025,0,0,07/07/2025,07/07/2025,0,14,,,0,0,0,0,0,,4,8,0,0,0,12,0,0,0,0,0,,1,,3,0,0%,0,
ODS 1372,SILENCIADOR QSK50 x 10,CALFRAC,0,11/07/2025,25/07/2025,11/07/2025,Falta de capacidad,Entregado,0,,11/07/2025,0,0,05/08/2025,13/08/2025,0,14,,,0,0,0,0,0,,19,31,3,0,0,53,0,0,0,0,0,,1,,33,0,0%,0,
ODS 1375,CUBRECARDAN PARA BOMBA WOLVERINE x 6,SQM,0,01/10/2025,01/10/2025,15/8/2025; 11/09/2025,Cambios de diseño cliente,Entregado,0,,01/10/2025,15/8/2025; 11/09/2025,Tenaris pide modificaciones,01/10/2025,10/01/2026,07/10: entrega de 1 cubrecardan,0,,,408,0,12,0,0,420,128,0,9,0,0,137,0,0,0,0,0,,1,32.5%,148,0,0%,0,
ODS 1376,WET SAND REVESTIMIENTO - KIT COMPLETO - CANTIDAD 2,SLB,0,00/01/1900,12/09/2025,00/01/1900,0,Entregado,0,,12/09/2025,0,0,16/08/2025,16/08/2025,0,0,,,,,,,,,,,,,,,,,,,,,,,-27,0,0%,0,
ODS 1377,WET SAND REVESTIMIENTO - KIT REDUCIDO,SLB,0,00/01/1900,25/08/2025,00/01/1900,0,Entregado,0,,25/08/2025,0,0,16/08/2025,16/08/2025,0,0,,,,,,,,,,,,,,,,,,,,,,,-9,0,0%,0,
ODS 1379,ADAPTACION DATAVAN #2,TENARIS,Santiago Lenzi,28/02/2026,28/02/2026,28/02/2026,Cliente no define,Entregado,0,,28/02/2026,0,0,27/03/2026,00/01/1900,0,0,,,0,0,0,0,0,,6,3,6,0,213,228,0,0,0,0,17,17,,,65,0,0%,0,
ODS 1380,ACTUALIZACION REGULADORA QM2848,SQM,0,23/10/2025,23/10/2025,00/01/1900,0,Entregado,0,,01/11/2025,0,0,23/10/2025,23/10/2025,0,0,,,0,0,0,0,0,,68,31,12,127,88,325,12,15,0,0,0,27,,,0,0,0%,0,
ODS 1381,REPARACION REEL QM2745,CALFRAC,0,05/11/2025,05/11/2025,10/10/2025; 24/10/2025,Retraso de componentes proveedor;Error de componente,Entregado,0,30/10/2025,10/10/2025,0,0,04/11/2025,04/11/2025,0,0,,,0,0,0,0,0,,216,9,0,144,0,369,0,0,0,4,0,4,,,25,0,0%,0,
ODS 1382,SEMI MOVIMIENTOS,QME,0,00/01/1900,15/10/2025,00/01/1900,0,Entregado,0,,26/09/2025,0,0,22/09/2025,15/10/2025,0,0,,,0,0,0,0,0,,105,0,0,0,0,105,0,0,0,0,0,,,,0,0,0%,0,
ODS 1390,Set de repuestos para Frac Pumps Prometheus,QME,Damián Dagraca,13/03/2026,13/03/2026,00/01/1900,Con QM 3119,Ingeniería,Próximo a entregar,,13/03/2026,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,52,1.455609079,0%,0.623832463,
ODS 1394,MODULAR GAS PIPING,0,0,08/11/2025,08/11/2025,00/01/1900,0,Metalurgia Tigre,Pintura,,08/11/2025,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,90,0,81,0,0,171,0,0,16,0,0,16,,,177,0,0%,0,
ODS 1396,PLATAFORMA DE DESCARGA PARA CONTENEDORES,QME,Martín Navarro,17/03/2026,17/03/2026,00/01/1900,0,Entregado,0,,00/01/1900,0,0,30/03/2026,30/03/2026,0,0,02/01/2025,,0,0,0,0,0,,371,3,20,176,20,590,23,0,4,30,0,57,1,,13,0,0%,0,
ODS 1397,TOLVA INGRESO MEZCLADOR DRY,CALFRAC,0,15/12/2025,15/12/2025,00/01/1900,0,Entregado,0,,15/12/2025,0,0,10/12/2025,20/02/2026,0,21,,,0,0,0,0,0,,20,3,0,0,0,23,0,0,0,0,0,,1,,67,0,0%,0,
ODS 1399,ADICIONALES KIT DGB,FINNING,0,12/12/2025,12/12/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,16/12/2025,0,0,,,0,0,0,0,0,,0,20,0,0,0,20,0,0,0,0,0,,,,4,0,0%,0,
ODS 1400,MANIFOLD DGB QM PARTS,FINNING,0,19/02/2026,19/02/2026,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,05/12/2025,3 manifolds que quedaron del 2759,0,,,,,,,,,,,,,,,,,,,,,,,-76,0,0%,0,
ODS 1402,PUESTA A PUNTO MÁQUINA DE PAPA,QME,0,15/02/2026,15/02/2026,00/01/1900,0,Stand by,Montaje,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,78,0,0%,0,
ODS 1403,Havanna,Havanna,Agustín Bereilh,30/03/2026,30/03/2026,00/01/1900,0,Cancelado,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,18,0,0,0,0,18,0,0,0,0,0,,,,35,0,0%,0,
ODS 1404,INSTALACIÓN TORRE DE ENFRIAMIENTO QM,QME,Martín Navarro,00/01/1900,00/01/1900,00/01/1900,0,Metalurgia Tigre,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.554517744,0%,0.025993019,
ODS 1405,MEJORAS GRANALLA Y PINTURA,QME,Daniel Robino,11/05/2026,11/05/2026,00/01/1900,0,Metalurgia Tigre,Pintura,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,83,0,0,0,0,83,0,0,0,0,0,,,,-7,0.554517744,0%,0.103972077,
ODS 1406,TABLERO DE COMANDOS PARA SPI,SQM,Lucio Tappi,00/01/1900,00/01/1900,00/01/1900,0,Entregado a NQN,0,,00/01/1900,0,0,21/01/2026,21/01/2026,0,0,,,,,,,,,,,,,,,,,,,,,1,,,0.450545667,0%,0.23104906,
ODS 1407,OFICINAS Y COMEDOR SQM,SQM,Agustín Bereilh,00/01/1900,00/01/1900,00/01/1900,0,Sin empezar,Corte y Plegado,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.069314718,0%,0.025993019,
ODS 1408,EXTENSIÓN SHOP,SQM,Agustín Bereilh,00/01/1900,00/01/1900,00/01/1900,0,Sin empezar,Corte y Plegado,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,9,0,0,0,0,9,0,0,0,0,0,,,,,0.069314718,0%,0.025993019,
ODS 1409,GALPÓN NUEVO END,SQM,Agustín Bereilh,00/01/1900,00/01/1900,00/01/1900,0,Sin empezar,Corte y Plegado,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.069314718,0%,0.025993019,
ODS 1411,RECAMBIO QEM 3000 POR CAT 3600 - PILOTO,QME,Damián Dagraca,00/01/1900,00/01/1900,00/01/1900,0,Ingeniería,Corte y Plegado,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.311916231,0%,0.034657359,
ODS 1414,ESTANTERIAS NEUQUEN,SQM,Damián Dagraca,30/04/2026,30/04/2026,00/01/1900,0,Metalurgia,Pintura,16/08/2024,30/04/2026,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,883,0,24,0,0,906,0,0,8,0,0,8,,,4,0.554517744,0%,0.034657359,
ODS 1415,REPARACION ADUANA PUERTO,0,0,03/04/2026,03/04/2026,00/01/1900,0,Metalurgia Tigre,Entregado,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,66,0,0,0,0,66,0,0,0,0,0,,,,31,0,0%,0,
ODS 1416,KIT DE CONVERSIÓN CONTROL,SPI,Lucio Tappi,00/01/1900,00/01/1900,00/01/1900,0,Montaje,Próximo a terminar,,00/01/1900,0,0,00/01/1900,27/03/2026,0,0,,,0,0,0,0,0,,0,4,0,0,0,4,0,0,0,0,0,,,,,1.178350207,0%,0.103972077,
ODS 1417,INSTALACION ELECTRONICA DATA VAN,TENARIS,Santiago Lenzi,10/04/2026,10/04/2026,00/01/1900,0,Entregado,0,00/01/1900,00/01/1900,0,0,10/04/2026,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,24,0,0%,0,
ODS 1418,KIT DE CONVERSIÓN CONTROL x 34,SPI,Lucio Tappi,00/01/1900,00/01/1900,00/01/1900,0,Sin empezar,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.207944154,0%,0.103972077,
QM 1412,REPARACIÓN BANCO DE PRUEBAS DE MANGUERAS,QME,0,00/01/1900,00/01/1900,00/01/1900,0,Stand by,Ingeniería,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2328,VERTICAL- 3000 GAL- 210 PSI,AVEDIS,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2329,VERTICAL- 3000 GAL- 210 PSI,AVEDIS,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2330,VERTICAL- 3000 GAL- 210 PSI,AVEDIS,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2331,VERTICAL- 3000 GAL- 210 PSI,AVEDIS,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2333,VERTICAL- 3000 GAL- 210 PSI,AVEDIS,0,00/01/1900,21/10/2018,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,23/03/2026,Ya estaba facturado desde hace bastante,0,,,0,0,0,0,0,,0,29,0,0,0,29,0,0,0,0,0,,3,,2710,0,0%,0,
QM 2334,VERTICAL- 3000 GAL- 210 PSI,AVEDIS,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2335,VERTICAL- 3000 GAL- 210 PSI,AVEDIS,0,00/01/1900,11/11/2018,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,2731,0,0%,0,
QM 2336 ,TK CRYO VERT 3000 GAL,MORDAZZI,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2337,VERTICAL- 3000 GAL- 210 PSI,AVEDIS,0,00/01/1900,02/12/2018,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,2710,0,0%,0,
QM 2356,FRAC PUMP 2500 HP-3512C-TH55E70-QWS 2500,WTF,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2374,Frac pump 2500 HP-QSK50-TA90-8501-QWS 2500,CALFRAC,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2375,Frac pump 2500 HP-QSK50-TA90-8501-QWS 2500,CALFRAC,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2379,FRACTURADOR SPF 743,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2380,FRACTURADOR SPF 743,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2381,FRACTURADOR SPF 743,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2382,FRACTURADOR SPF 743,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2383,FRACTURADOR SPF 743,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2417,MANIFOLD TRAILER,BKR,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2427,MANIFOLD TRAILER,WTF,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2438,Frac Tank 500 BBL,HASA,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2440,Frac Tank 500 BBL,HASA,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2441,Frac Tank 500 BBL,HASA,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2442,Frac Tank 500 BBL,HASA,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2443,REEL TRAILER CT 70 TN + DOLLY,WTF,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2444,12021G-FRAC PUMP 2250 HP - LIEBHERR - ZF - QWS 2500,LATITUD 45,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2445,12021G-FRAC PUMP 2250 HP - LIEBHERR - ZF - QWS 2500,LATITUD 45,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2447,12016-TWIN CEMENT PUMPER -SPM TWS 600s,LATITUD 45,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
QM 2450,REPOWER FRAC PUMP,CALFRAC,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2452,REBUILT FRAC PUMP (Rumano),WTF,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2456,REBUILT FRAC PUMP (Rumano),WTF,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
QM 2457,REBUILT FRAC PUMP (Rumano),WTF,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,3,,,0,0%,0,
